1,Handicap
2,Odd/Even
3,Over/Under
4,Correct Score (Soccer)
5,FT.1X2
6,Total Goal (Soccer)
7,1H Handicap
8,1H Over/Under
10,Outright
11,Total Corners (Soccer)
12,1H Odd/Even
13,Clean Sheet (Soccer)
14,First Goal/Last Goal (Soccer)
15,1H 1X2
16,HT/FT (Soccer)
17,2H Handicap (Soccer)
18,2H Over/Under (Soccer)
19,Substitutes
20,Moneyline
21,1H Moneyline
22,Next Goal (Soccer)
23,Next Corner
24,Double Chance (Soccer)
25,Draw No Bet (Soccer)
26,Both/One/Neither Team To Score (Soccer)
27,To Win To Nil (Soccer)
28,3-Way Handicap (Soccer)
29,3-Way Handicap(Other Sports)
30,1H Correct Score (Soccer)
38,Single Match Parlay (Soccer)
121,Home No Bet (Soccer)
122,Away No Bet (Soccer)
123,Draw/No Draw (Soccer)
124,FT.1X2 HDP (Soccer)
125,1H 1X2 HDP (Soccer)
126,1H Total Goal (Soccer)
127,1H First Goal/Last Goal (Soccer)
128,HT/FT Odd/Even (Soccer)
133,Home To Win Both Halves (Soccer)
438,Home To Win Both Halves (Soccer)
134,Away To Win Both Halves (Soccer)
439,Away To Win Both Halves (Soccer)
135,Penalty Shootout (Soccer)
140,Highest Scoring Half (Soccer)
442,Highest Scoring Half (Soccer)
141,Highest Scoring Half Home Team (Soccer)
443,Highest Scoring Half Home Team (Soccer)
142,Highest Scoring Half Away Team (Soccer)
444,Highest Scoring Half Away Team (Soccer)
143,1H Result/Total Goals (Soccer)
145,Both Teams To Score (Soccer)
146,2H Both Teams To Score (Soccer)
433,2H Both Teams To Score (Soccer)
147,Home To Score In Both Halves (Soccer)
436,Home To Score In Both Halves (Soccer)
148,Away To Score In Both Halves (Soccer)
437,Away To Score In Both Halves (Soccer)
149,Home To Win Either Half (Soccer)
440,Home To Win Either Half (Soccer)
150,Away To Win Either Half (Soccer)
441,Away To Win Either Half (Soccer)
151,1H Double Chance (Soccer)
410,1H Double Chance (Soccer)
152,Half Time/Full Time Correct Score (Soccer)
416,Half Time/Full Time Correct Score (Soccer)
153,Game HDP (Tennis)
154,Set x Winner (Tennis)
155,Set x Game Handicap (Tennis)
156,Set x Total Game Over/Under (Tennis)
157,Odd/Even (Soccer)
159,Exact Total Goals (Soccer)
406,Exact Total Goals (Soccer)
160,Next Goal (Soccer)
161,Exact Home Team Goals (Soccer)
407,Exact Home Team Goals (Soccer)
162,Exact Away Team Goals (Soccer)
409,Exact Away Team Goals (Soccer)
163,Result/Total Goals (Soccer)
144,Result/Total Goals (Soccer)
164,Extra Time Next Goal (Soccer)
165,Extra Time 1H Correct Score (Soccer)
166,Extra Time Correct Score (Soccer)
167,Extra Time 1H 1X2 (Soccer)
168,Who Advances To Next Round (Soccer)
169,Next Goal Time (Soccer)
170,Teams To Score (Soccer)
171,Winning Margin (Soccer)
408,Winning Margin (Soccer)
172,Result And First Team To Score (Soccer)
415,Result And First Team To Score (Soccer)
173,Extra Time Yes/No (Soccer)
174,Extra Time And Goal (Soccer)
175,Match Decided Method (Soccer)
176,First Ten Minutes 1X2 (Soccer)
177,2H 1x2 (Soccer)
430,2H 1x2 (Soccer)
178,2H Over/Under (Soccer)
179,Exact 1H Goals (Soccer)
180,1H Next Goal (Soccer)
181,1H Exact Home Team Goals (Soccer)
182,1H Exact Away Team Goals (Soccer)
184,2H Odd/Even (Soccer)
428,2H Odd/Even (Soccer)
185,2H Draw No Bet (Soccer)
432,2H Draw No Bet (Soccer)
186,2H Double Chance (Soccer)
431,2H Double Chance (Soccer)
187,Exact 2H Goals (Soccer)
188,1H Both Teams To Score (Soccer)
427,1H Both Teams To Score (Soccer)
189,Both Halves Over 1.5 Yes/No (Soccer)
434,Both Halves Over 1.5 Yes/No (Soccer)
190,Both Halves Under 1.5 Yes/No (Soccer)
435,Both Halves Under 1.5 Yes/No (Soccer)
191,1H Draw No Bet (Soccer)
411,1H Draw No Bet (Soccer)
192,First Goal Specific Time (10 min) (Soccer)
193,First Goal Specific Time (15 min) (Soccer)
194,Corners Odd/Even (Soccer)
195,Home Team Exact Corners (Soccer)
196,Away Team Exact Corners (Soccer)
197,Home Team Total Corners Over/Under (Soccer)
198,Away Team Total Corners Over/Under (Soccer)
199,Total Corners (Soccer)
200,1H Home Team Exact Corners (Soccer)
201,1H Away Team Exact Corners (Soccer)
202,1H Total Corners (Soccer)
203,1H Corners Odd/Even (Soccer)
204,1H Home Corner Over/Under (Soccer)
205,1H Away Corner Over/Under (Soccer)
206,First Corner (Soccer)
207,1H First Corner (Soccer)
208,Last Corner (Soccer)
209,1H Last Corner (Soccer)
210,Player Sent Off (Soccer)
211,1H Player Sent off (Soccer)
212,Home Team Player Sent Off (Soccer)
213,1H Home Team Player Sent Off (Soccer)
214,Away Team Player Sent Off (Soccer)
215,1H Away Team Player Sent Off (Soccer)
221,Next 1 Minute (Soccer)
222,Next 5 Minutes (Soccer)
223,What will happen first in next 1 minute (Soccer)
224,What will happen first in next 5 minutes (Soccer)
225,Next 1 Minute Set Piece (Soccer)
226,Which combination will happen first in next 1 min (Soccer)
227,Which combination will happen first in next 5 mins (Soccer)
228,SABA OU Time Machine (Soccer)
229,SABA HDP Time Machine (Soccer)
376,Penalty Shootout Combo (First 10) (Soccer)
382,Home Penalty Shootout - Round X (Soccer)
381,Away Penalty Shootout - Round X (Soccer)
382,Home Penalty Shootout - Round X (Soccer)
383,Penalty Shootout Woodwork - Round X (Soccer)
384,Penalty Shootout Both/One/Neither - Round X (Soccer)
385,Penalty Shootout 1X2 - Round X (Soccer)
386,Away Penalty Shootout Over/Under (First 10) (Soccer)
387,Home Penalty Shootout Over/Under (First 10) (Soccer)
388,Away Penalty Shootout Over/Under (Final Result) (Soccer)
389,Home Penalty Shootout Over/Under (Final Result) (Soccer)
390,Penalty Shootout to Go to Sudden Death (Soccer)
391,Penalty Shootout Exact Total Goals (First 10) (Soccer)
392,Penalty Shootout Correct Score (Soccer)
393,Penalty Shootout Odd/Even (First 10) (Soccer)
394,Penalty Shootout Odd/Even (Final Result) (Soccer)
395,Extra Time Next Goal Method (Soccer)
396,Extra Time Next Goal (own) (Soccer)
397,Extra Time Winning Margin (Soccer)
398,Extra Time Double Chance (Soccer)
399,Extra Time Correct Score (own) (Soccer)
400,Extra Time Odd/Even (Soccer)
401,Home Team Over/Under (Basketball,Dec)
402,Away Team Over/Under (Basketball,Dec)
403,1H Home Team Over/Under (Basketball,Dec)
404,1H Away Team Over/Under (Basketball,Dec)
405,2H Correct Score (Soccer)
412,Exact 1H Goals (Soccer)
413,Correct Score (Soccer)
414,1H Correct Score (Soccer)
417,Both Teams To Score/Result (Soccer)
418,Both Teams To Score/Total Goals (Soccer)
419,Which Half First Goal (Soccer)
420,Home Team Which Half First Goal (Soccer)
421,Away Team Which Half First Goal (Soccer)
422,First Team 2 Goals (Soccer)
423,First Team 3 Goals (Soccer)
424,First Goal Method (Soccer)
425,To Win From Behind (Soccer)
426,1H Winning Margin (Soccer)
429,Exact 2H Goals (Soccer)
445,Both Team To Score in 1H/2H (Soccer)
446,Home 1H To Score/2H To Score (Soccer)
447,Away 1H To Score/2H To Score (Soccer)
448,Last Team To Score (Soccer)
449,Double Chance/Total Goals (Soccer)
450,Odd Even/Total Goals (Soccer)
451,Both Teams to Score / Double Chance (Soccer)
452,Highest Scoring Half (2 Way) (Soccer)
453,1H 3-Way Handicap (Soccer)
454,Double Chance/First Team To Score (Soccer)
455,Time of First Goal (Soccer)
456,1H Both Teams To Score / Result (Soccer)
457,1H Both Teams To Score / Total Goals (Soccer)
458,Asian 1X2 (Soccer)
459,1H Asian 1X2 (Soccer)
460,Which Team Will Win By 5+ Goals (Soccer)
461,Home Team Over/Under (Soccer)
462,Away Team Over/Under (Soccer)
463,1H Home Team Over/Under (Soccer)
464,1H Away Team Over/Under (Soccer)
467,Half Time/Full Time Exact Total Goals (Soccer)
468,Score Box Handicap (Soccer)
469,Score Box Over/Under (Soccer)
470,Corners Odd/Even (own) (Soccer)
471,1H Corners Odd/Even (own) (Soccer)
472,2H Corners Odd/Even (Soccer)
473,Total Corners (Soccer)
474,1H Total Corners (own) (Soccer)
475,Alternative Corners (Soccer)
476,1H Alternative Corners (Soccer)
477,Corner 3-Way Handicap (Soccer)
478,1H Corner 3-Way Handicap (Soccer)
479,Time Of First Corner (Soccer)
481,Time Of 2H First Corner (Soccer)
482,Home Team Over/Under Corners (Soccer)
483,Away Team Over/Under Corners (Soccer)
484,1H Home Team Over/Under Corners (Soccer)
485,1H Away Team Over/Under Corners (Soccer)
486,Corners Race (Soccer)
487,1H Corners Race (Soccer)
488,First Corner (2-Way) (Soccer)
489,1H First Corner (2-Way) (Soccer)
490,2H First Corner (2-Way) (Soccer)
491,Last Corner (2-Way) (Soccer)
492,1H Last Corner (2-Way) (Soccer)
493,Half Time/Full Time Total Corners (Soccer)
494,1H Correct Corners (Soccer)
495,2H Correct Corners (Soccer)
496,Corner Highest Scoring Half (Soccer)
497,Corner Highest Scoring Half (2-Way) (Soccer)
501,Match Winner (Cricket)
601,Winning Margin 14 Way (Basketball)
602,Winning Margin 12 Way (Basketball)
603,Which Team To Score The Highest Quarter (Basketball)
604,Which Team To Score The First Basket (Basketball)
605,Which Team To Score The Last Basket (Basketball)
606,1H Race To X Points (Basketball)
607,2H Race To X Points (Basketball)
608,1H Winning Margin 13 Way (Basketball)
609,Quarter X Handicap (Basketball)
610,Quarter X Over Under (Basketball)
611,Quarter X Odd Even (Basketball)
612,Quarter X Moneyline (Basketball)
613,Quarter X Race To Y Points (Basketball)
614,Quarter X Winning Margin 7 Way (Basketball)
615,Quarter X Home Team Over/Under (Basketball)
616,Quarter X Away Team Over/Under (Basketball)
617,Quarter X Which Team To Score The Last Basket (Basketball)
618,Last Digit Score (Basketball)
619,Home Team Last Digit Score (Basketball)
620,Away Team Last Digit Score (Basketball)
621,1H Last Digit Score (Basketball)
622,1H Home Team Last Digit Score (Basketball)
623,1H Away Team Last Digit Score (Basketball)
624,2H Last Digit Score (Basketball)
625,2H Home Team Last Digit Score (Basketball)
626,2H Away Team Last Digit Score (Basketball)
627,Quarter X Last Digit Score (Basketball)
628,Quarter X Home Team Last Digit Score (Basketball)
629,Quarter X Away Team Last Digit Score (Basketball)
630,Quarter X 1X2 (Basketball)
631,Quarter X Double Chance (Basketball)
632,Correct Quarter Odd/Even (Basketball)
633,Quarter 1/Quarter 2 Result (Basketball)
634,Quarter 3/Quarter 4 Result (Basketball)
635,Quarter To Win To Nil (Basketball)
636,Quarter To Win From Behind (Basketball)
637,Quarters Winners Handicap (Basketball)
638,Home Team Quarters Win Over/Under (Basketball)
639,Away Team Quarters Win Over/Under (Basketball)
640,Exact Quarter Draw (Basketball)
641,Quarter Draw Over/Under (Basketball)
642,Double Quarter Winner (Basketball)
643,Highest Scoring Quarter (Basketball)
644,Quarter Correct Score (Basketball)
645,1st Half/2nd Half Result (Basketball)
646,Match Handicap & Total (Basketball)
701,Match Handicap (Badminton)
702,Match Number of Games (Badminton
703,Match Correct Score (Badminton)
704,Match Point Handicap (Badminton)
705,Match Point Over/Under (Badminton)
706,Match Point Odd/Even (Badminton)
707,Game X Winner (Badminton)
708,Game X Point Handicap (Badminton)
709,Game X Point Over/Under (Badminton)
710,Game X Point Odd/Even (Badminton)
711,Game X Winning Margin (Badminton)
712,Game X Race to Y Points (Badminton)
713,Game X Point Y Winner (Badminton)
714,Game X Extra Points (Badminton)
1301,Match Winner (Tennis)
1302,Match Correct Score (Tennis)
1303,Set Handicap (Tennis)
1305,Match Total Games Odd/Even (Tennis)
1306,Match Total Games Over/under (Tennis)
1308,Match Games Handicap (Tennis)
1311,Set x Winner (Tennis)
1312,Set x Total Games (Tennis)
1316,Set x Game Handicap (Tennis)
1317,Set x Correct Score (Tennis)
1318,Set x Total Game Odd/Even (Tennis)
1324,Set x Game y Winner (Tennis)
9001,Map X Moneyline (eSports)
9002,Map X Total Kills Handicap (eSports)
9003,Map X Total Kills Over/Under (eSports)
9004,Map X Total Kills Moneyline (eSports)
9005,Map X Total Kills Odd/Even (eSports)
9006,Map X First Blood (eSports)
9007,Map X First to Y Kills (eSports)
9008,Map X Total Towers Handicap (eSports)
9009,Map X Total Towers Over/Under (eSports)
9010,Map X Total Towers Moneyline (eSports)
9011,Map X First Tier Y Tower (eSports)
9012,Map X Total Roshans Handicap (eSports)
9013,Map X Total Roshans Over/Under (eSports)
9014,Map X Total Roshans Moneyline (eSports)
9015,Map X 1st Roshan (eSports)
9016,Map X 2nd Roshan (eSports)
9017,Map X 3rd Roshan (eSports)
9018,Map X Total Barracks Handicap (eSports)
9019,Map X Total Barracks Over/Under (eSports)
9020,Map X Total Barracks Moneyline (eSports)
9021,Map X Barracks 1st Lane (eSports)
9022,Map X Barracks 2nd Lane (eSports)
9023,Map X Barracks 3rd Lane (eSports)
9024,Map X Total Turrets Handicap (eSports)
9025,Map X Total Turrets Over/Under (eSports)
9026,Map X Total Turrets Moneyline (eSports)
9027,Map X First Tier Y Turret (eSports)
9028,Map X Total Dragons Handicap (eSports)
9029,Map X Total Dragons Over/Under (eSports)
9030,Map X Total Dragons Moneyline (eSports)
9031,Map X 1st Dragon (eSports)
9032,Map X 2nd Dragon (eSports)
9033,Map X 3rd Dragon (eSports)
9034,Map X Total Barons Handicap (eSports)
9035,Map X Total Barons Over/Under (eSports)
9036,Map X Total Barons Moneyline (eSports)
9037,Map X 1st Baron (eSports)
9038,Map X 2nd Baron (eSports)
9039,Map X 3rd Baron (eSports)
9040,Map X Total Inhibitors Handicap (eSports)
9041,Map X Total Inhibitors Over/Under (eSports)
9042,Map X Total Inhibitors Moneyline (eSports)
9043,Map X 1st Inhibitor (eSports)
9044,Map X 2nd Inhibitor (eSports)
9045,Map X 3rd Inhibitor (eSports)
9046,Map X Total Tyrants Handicap (eSports)
9047,Map X Total Tyrants Over/Under (eSports)
9048,Map X Total Tyrants Moneyline (eSports)
9049,Map X 1st Tyrant (eSports)
9050,Map X 2nd Tyrant (eSports)
9051,Map X 3rd Tyrant (eSports)
9052,Map X Total Overlords Handicap (eSports)
9053,Map X Total Overlords Over/Under (eSports)
9054,Map X Total Overlords Moneyline (eSports)
9055,Map X 1st Overlord (eSports)
9056,Map X 2nd Overlord (eSports)
9057,Map X 3rd Overlord (eSports)
9058,Map X Duration Over/Under (Mins) (eSports)
9059,Map X Rounds Handicap (eSports)
9060,Map X Rounds Over/Under (eSports)
9061,Map X Rounds Odd/Even (eSports)
9062,Map X First to Y Rounds (eSports)
9063,Map X First Half (eSports)
9064,Map X Second Half (eSports)
9065,Map X Most First Kill (eSports)
9066,Map X Clutches (eSports)
9067,Map X 16th Round (eSports)
9068,Map X Round Y Moneyline (eSports)
9069,Map X Round Y Total Kills Moneyline (eSports)
9070,Map X Round Y Total Kills Over/Under (eSports)
9071,Map X Round Y Total Kills Odd/Even (eSports)
9072,Map X Round Y First Kill (eSports)
9073,Map X Round Y Bomb Plant (eSports)
9075,Map X Final Round Bomb Plant (eSports)
9076,Map X Clutches Handicap (eSports)
9077,Map X Round Y Total Kills Handicap (eSports)
9078,Map X Total Towers Odd/Even (eSports)
9079,Map X Total Roshans Odd/Even (eSports)
9080,Map X Total Barracks Odd/Even (eSports)
9081,Map X Total Turrets Odd/Even (eSports)
9082,Map X Total Dragons Odd/Even (eSports)
9083,Map X Total Barons Odd/Even (eSports)
9084,Map X Total Inhibitors Odd/Even (eSports)
9085,Map X Total Tyrants Odd/Even (eSports)
9086,Map X Total Overlords Odd/Even (eSports)
9087,Map X Overtime (eSports)
9088,Correct Map Score (eSports)
9400,Super Over Winner (Cricket)
9401,Toss Winner (Cricket)
9404,Home Inns Runs (Cricket)
9405,Away Inns Runs (Cricket)
9406,Home 1st Inns Runs (Cricket)
9407,Away 1st Inns Runs (Cricket)
9408,Home 2nd Inns Runs (Cricket)
9409,Away 2nd Inns Runs (Cricket)
9410,Home Group 1-X Runs (Cricket)
9411,Away Group 1-X Runs (Cricket)
9412,Home 1st Inns Group 1-X Runs (Cricket)
9413,Away 1st Inns Group 1-X Runs (Cricket)
9414,Home 2nd Inns Group 1-X Runs (Cricket)
9415,Away 2nd Inns Group 1-X Runs (Cricket)
9416,Home Score at End of Over X (Cricket)
9417,Away Score at End of Over X (Cricket)
9418,Home 1st Inns Score at End of Over X (Cricket)
9419,Away 1st Inns Score at End of Over X (Cricket)
9420,Home 2nd Inns Score at End of Over X (Cricket)
9421,Away 2nd Inns Score at End of Over X (Cricket)
9422,Home Score after Over X Ball Y (Cricket)
9423,Away Score after Over X Ball Y (Cricket)
9428,Home Fall of Wicket X (Cricket)
9429,Away Fall of Wicket X (Cricket)
9430,Home 1st Inns Fall of Wicket X (Cricket)
9431,Away 1st Inns Fall of Wicket X (Cricket)
9432,Home 2nd Inns Fall of Wicket X (Cricket)
9433,Away 2nd Inns Fall of Wicket X (Cricket)
9434,Home Wicket X Method of Dismissal (Cricket)
9435,Away Wicket X Method of Dismissal (Cricket)
9436,Home 1st Inns Wicket X Method of Dismissal (Cricket)
9437,Away 1st Inns Wicket X Method of Dismissal (Cricket)
9438,Home 2nd Inns Wicket X Method of Dismissal (Cricket)
9439,Away 2nd Inns Wicket X Method of Dismissal (Cricket)
9442,Highest Opening Partnership (Cricket)
9443,Highest Score in Over 1 (Cricket)
9446,Match Fours (Cricket)
9447,Match Sixes (Cricket)
9449,Match Wickets (Cricket)
9450,Match Extras (Cricket)
9452,Highest Individual Score (Cricket)
9453,Highest Over Score (Cricket)
9454,Home Inns Fours (Cricket)
9455,Away Inns Fours (Cricket)
9460,Home Inns Sixes (Cricket)
9461,Away Inns Sixes (Cricket)
9490,Home Over X Ball Y Exact Runs (Cricket)
9491,Away Over X Ball Y Exact Runs (Cricket)
9496,Home Inns Runs OE (Cricket)
9497,Away Inns Runs OE (Cricket)
9498,Home 1st Inns Runs OE (Cricket)
9499,Away 1st Inns Runs OE (Cricket)
9500,Home 2nd Inns Runs OE (Cricket)
9501,Away 2nd Inns Runs OE (Cricket)
9502,Home Group 1-X Runs OE (Cricket)
9503,Away Group 1-X Runs OE (Cricket)
9504,Home 1st Inns Group 1-X Runs OE (Cricket)
9505,Away 1st Inns Group 1-X Runs OE (Cricket)
9506,Home 2nd Inns Group 1-X Runs OE (Cricket)
9507,Away 2nd Inns Group 1-X Runs OE (Cricket)
9508,Home Score at End of Over X OE (Cricket)
9509,Away Score at End of Over X OE (Cricket)
9510,Home 1st Inns Score at End of Over X OE (Cricket)
9511,Away 1st Inns Score at End of Over X OE (Cricket)
9512,Home 2nd Inns Score at End of Over X OE (Cricket)
9513,Away 2nd Inns Score at End of Over X OE (Cricket)
9514,Home Fall of Wicket X OE (Cricket)
9515,Away Fall of Wicket X OE (Cricket)
9516,Home 1st Inns Fall of Wicket X OE (Cricket)
9517,Away 1st Inns Fall of Wicket X OE (Cricket)
9518,Home 2nd Inns Fall of Wicket X OE (Cricket)
9519,Away 2nd Inns Fall of Wicket X OE (Cricket)
9527,Match Fours OE (Cricket)
9528,Match Sixes OE (Cricket)
9530,Match Extras OE (Cricket)
9532,Home Inns Fours OE (Cricket)
9533,Away Inns Fours OE (Cricket)
9538,1X2 (Back & Lay) (Cricket)
9539,Match Winner (Back & Lay) (Cricket)
9540,Super Over Winner (Back & Lay) (Cricket)
9604,Over/Under (dec) (Cricket)
9605,Odd/Even (dec) (Cricket)
9607,Home Over X Runs (Cricket)
9608,Away Over X Runs (Cricket)
9609,Home 1st Inns Over X Runs (Cricket)
9610,Away 1st Inns Over X Runs (Cricket)
9611,Home 2nd Inns Over X Runs (Cricket)
9612,Away 2nd Inns Over X Runs (Cricket)
9613,Home Over X Ball Y Runs (Cricket)
9614,Away Over X Ball Y Runs (Cricket)
81,1st Ball O/U (Number Game)
82,Last Ball O/U (Number Game)
83,1st Ball O/E (Number Game)
84,Last Ball O/E (Number Game)
85,Next Over/Under (Number Game)
86,Next Odd/Even (Number Game)
89,Next Combo (Number Game)
90,Number wheel (Number Game)
91,Next R/B (Number Game)
8101,Big/Small (Happy 5)
8102,Odd/Even (Happy 5)
8103,4 Seasons (Happy 5)
8104,More Odd/More Even (Happy 5)
8105,Combo (Happy 5)
3601,Parlay 5 - Over/Under (Happy 5 Linked Games)
3602,Parlay 5 - Odd/Even (Happy 5 Linked Games)
3603,Parlay 5 - Red/Blue (Happy 5 Linked Games)
3604,Soccer 5 (Happy 5 Linked Games)
1201,Handicap (Virtual Soccer)
1203,Over/Under 2.5 Goals (Virtual Soccer)
1204,Correct Score (Virtual Soccer)
1205,1X2 (Virtual Soccer)
1206,Total Goal (Virtual Soccer)
1220,Moneyline (Virtual Tennis)
1224,Double chance (Virtual Soccer)
1231,Win (Virtual Sport)
1232,Place (Virtual Sport)
1233,Win/Place (Virtual Sport)
1235,Correct Score (Virtual Tennis)
1236,Total Points (Virtual Tennis)
1237,Forecast (Virtual Motorsports)
1238,Tri-cast (Virtual Motorsports)
2701,FT. 1X2 (Virtual Soccer League, Virtual Soccer Nation, Virtual Soccer Champions Cup, Virtual Soccer Euro Cup)
2702,1H 1x2 (Virtual Soccer League, Virtual Soccer Nation, Virtual Soccer Champions Cup, Virtual Soccer Euro Cup)
2703,Over/Under (Virtual Soccer League, Virtual Soccer Nation, Virtual Soccer Champions Cup, Virtual Soccer Euro Cup)
2704,1H Over/Under (Virtual Soccer League, Virtual Soccer Nation, Virtual Soccer Champions Cup, Virtual Soccer Euro Cup)
2705,Handicap (Virtual Soccer League, Virtual Soccer Nation, Virtual Soccer Champions Cup, Virtual Soccer Euro Cup)
2706,1H Handicap (Virtual Soccer League, Virtual Soccer Nation, Virtual Soccer Champions Cup, Virtual Soccer Euro Cup)
2707,Correct Score (Virtual Soccer League, Virtual Soccer Nation, Virtual Soccer Champions Cup, Virtual Soccer Euro Cup)
2799,Mix Parlay (Virtual Soccer League, Virtual Soccer Nation, Virtual Soccer Champions Cup, Virtual Soccer Euro Cup)
2801,Match Winner (Virtual Baskeball)
2802,1H Winner (Virtual Baskeball)
2803,Over/Under (Virtual Baskeball)
2804,1H Over/Under (Virtual Baskeball)
2805,Handicap (Virtual Baskeball)
2806,1H Handicap (Virtual Baskeball)
2807,Winning Margin 6 Way (Virtual Baskeball)
2808,1H Winning Margin 7 Way (Virtual Baskeball)
2809,FT Race To X Points (Virtual Baskeball)
2811,Home Team Over/Under (Virtual Baskeball)
2812,Away Team Over/Under (Virtual Baskeball)